Traffic_Light_State,Weather_Condition,Traffic_Condition,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h
Yellow,Fog,High,4.063.987.510.340.200,-7.382.058.283.913.860,266,35.533.369.560.930.200,10.407.036.366.097.400,0,-9.036.412.194.946.430,91,31,1.098.549.923.523.830,"2607462437061180000,00%"
Green,Snow,High,40.752.851.377.235.200,-7.386.590.390.659.630,291,3.448.750.902.190.430,5.426.466.826.137.020,0,-8.100.464.776.669.040,8,17,344.313.292.377.775,"939452047465354000,00%"
Red,Snow,High,4.066.930.597.216.720,-73.873.103.635.745,247,6.963.099.041.454.800,20.712.439.301.231.400,0,-5.943.318.618.340.740,91,23,12.116.578.259.803.100,"2214944700571940000,00%"
Red,Snow,High,4.075.050.234.751.090,-7.397.799.244.308.440,186,2.554.425.738.093.570,8.032.898.504.226.920,0,-40.210.497.091.581.600,4,48,17.439.122.919.020.000,"98308090718198600,00%"
Green,Rain,High,4.083.279.866.936.550,-7.394.841.619.131.350,207,30.464.941.624.195.600,4.292.165.655.526.940,0,6.442.610.924.947.080,10,7,7.826.867.485.464.030,"2631789749824970000,00%"
Red,Snow,High,40.884.649.850.225.900,-7.389.134.635.279.230,103,5.499.569.862.326.870,8.099.698.199.137.200,1,9.604.283.052.697.550,74,21,2.281.945.369.980.430,"6822810982344400,00%"
Yellow,Rain,High,4.086.618.084.690.770,-7.373.519.383.270.840,155,11.973.509.246.819.500,6.364.641.012.616.600,1,15.195.093.450.923.900,49,5,3.740.823.228.871.160,"2155786198563220000,00%"
Green,Clear,High,40.707.311.620.236.800,-739.237.425.332.509,239,51.609.790.444.377,5.340.750.666.479.180,0,-49.668.841.192.328.600,96,47,4.329.384.731.117.320,"872762722527955000,00%"
Red,Snow,High,4.060.810.133.106.320,-7.377.790.358.894.380,283,7.074.629.094.088.080,8.512.070.642.450.850,0,6.971.337.392.847.110,16,33,34.609.943.298.557.300,"1039814747897650000,00%"
Green,Clear,High,40.603.057.076.837.200,-7.382.132.278.027.730,299,2.378.859.410.041.690,22.388.860.261.165.000,0,-46.794.341.883.268.500,81,17,4.396.293.747.164.360,"292266520706515000,00%"
Yellow,Fog,High,4.088.323.127.128.050,-7.382.079.716.307.810,247,4.563.171.351.404.010,6.433.952.020.639.800,0,-2.860.063.999.246.210,42,7,21.509.151.585.868.100,"102271163626031000,00%"
Red,Rain,High,40.675.654.670.453.500,-739.211.052.574.449,142,7.217.113.565.645.950,42.890.100.362.245.000,0,3.303.101.729.487.200,55,11,18.044.723.629.115.800,"169009283786095000,00%"
Yellow,Fog,High,40.765.363.600.542.400,-7.372.551.727.277.250,258,30.153.166.800.498.300,54.846.207.170.441.500,0,7.368.645.170.136.200,63,7,29.094.180.411.017.700,"1683246827797770000,00%"
Red,Clear,High,4.060.612.430.857.960,-7.388.422.044.330.040,15,12.706.057.226.688.700,8.891.753.793.089.700,0,-872.661.897.662.741,87,26,30.801.102.525.489.400,"1637875878124340000,00%"
Yellow,Fog,High,4.063.152.543.955.050,-7.373.272.890.194.550,135,47.045.410.901.316.700,8.546.871.858.138.550,0,3.884.860.502.949.370,94,19,48.429.349.042.741.700,"2023826198236780000,00%"
Red,Snow,High,40.730.112.219.392.200,-7.378.343.782.644.540,234,43.485.629.171.815.000,15.160.192.676.692.900,0,2.268.483.487.337.660,31,1,110.492.329.146.465,"2344843866852710000,00%"
Yellow,Rain,High,4.061.178.314.748.920,-7.382.895.192.723.930,285,681.884.912.809.832,6.978.776.183.854.980,0,6.014.379.018.270.240,45,18,3.647.557.156.140.950,"2299170389959620000,00%"
Green,Fog,High,4.064.997.796.283.010,-7.393.073.593.989.550,270,15.520.173.317.298.800,622.315.009.874.747,0,3.742.986.047.090.660,6,8,3.863.004.280.168.700,"2278509287703640000,00%"
Yellow,Snow,High,4.074.773.612.115.530,-7.395.481.895.680.160,212,21.523.587.013.704.500,8.417.873.687.764.410,0,4.014.661.019.745.220,54,28,12.280.603.858.298.400,"2095888512759330000,00%"
Green,Snow,High,40.801.241.585.252.700,-73.775.566.961.845,282,2.601.094.215.285.130,44.395.923.870.616.500,0,-6.606.203.665.718.350,43,4,3.424.089.208.747.060,"2803646131399210000,00%"
Yellow,Rain,High,406.864.459.985.696,-7.390.701.804.530.600,242,3.700.547.322.059.330,8.375.703.549.256.490,0,-9.967.815.344.458.770,59,31,2.366.417.529.061.570,"1928859514642550000,00%"
Yellow,Snow,High,4.079.539.912.098.720,-7.372.563.522.657.280,270,7.043.725.129.890.080,26.874.358.307.619.700,0,3.499.000.938.306.930,2,34,2.559.206.388.575.150,"2885072938576460000,00%"
Green,Fog,High,40.689.239.223.431.200,-7.370.597.434.600.200,269,1.753.155.422.540.540,7.549.889.697.828.520,0,15.555.658.337.929.300,38,22,32.604.236.928.351.100,"936919447141755000,00%"
Yellow,Rain,High,408.363.302.586.871,-7.397.909.308.608.720,256,3.277.543.344.848.190,8.871.970.979.758.400,0,38.374.812.281.647.900,67,37,42.152.553.810.758.400,"924864948934432000,00%"
Yellow,Clear,High,4.083.834.095.140.900,-7.378.604.276.052.320,38,3.414.446.671.883.520,7.723.541.312.921.070,1,8.980.116.620.473.770,22,23,49.569.210.033.330.800,"5113070032665950000,00%"
Red,Snow,High,4.071.484.149.610.380,-7.385.217.971.508.330,297,518.334.486.174.382,7.965.886.956.182.890,0,11.773.185.357.826.600,6,2,2.921.009.313.781.270,"225189289620953000,00%"
Yellow,Snow,High,4.085.248.047.607.270,-7.381.419.541.876.580,99,6.364.182.821.262.360,397.274.542.702.635,1,7.716.032.595.265.170,35,28,3.858.420.887.628.640,"2417012882431820000,00%"
Red,Clear,High,40.779.343.832.662.500,-7.376.176.445.387.750,158,1.822.048.251.309.130,9.119.140.827.752.190,0,-38.971.825.401.277.100,53,15,31.463.020.647.155.300,"2019040931306710000,00%"
Red,Snow,High,4.089.786.435.771.850,-7.384.113.006.402.120,254,6.618.240.651.538.550,802.842.917.791.826,0,-8.828.593.580.723.900,82,0,21.325.293.389.394.900,"708497131297402000,00%"
Yellow,Snow,High,4.061.261.604.523.550,-7.392.640.180.327.990,212,7.186.198.381.626.480,25.854.916.164.330.600,0,-7.870.744.789.381.930,44,10,7.108.870.952.050.090,"1001974148404600000,00%"
Green,Clear,High,4.072.288.169.052.790,-7.390.292.856.634.090,245,4.515.883.321.824.230,5.164.146.988.687.580,0,-6.801.208.468.864.750,25,7,6.623.471.711.454.090,"1498429925281710000,00%"
Green,Clear,High,4.066.555.722.261.200,-737.919.821.586.201,98,11.849.207.506.356.800,55.454.145.859.293.100,0,25.744.479.775.900.400,39,29,3.068.967.809.616.090,"157165310897692000,00%"
Yellow,Clear,High,40.817.518.694.665.100,-739.042.690.409.532,25,8.044.121.468.363.360,5.736.628.267.136.100,0,-9.523.603.593.802.230,55,31,1.953.886.973.739.120,"2701180130902100000,00%"
Red,Snow,High,40.720.156.764.107.700,-7.390.264.779.805.130,140,61.401.043.576.047.700,26.516.596.040.093.500,1,-3.173.464.098.395.750,74,46,23.296.964.633.003.100,"5708843935521500,00%"
Yellow,Fog,High,4.089.653.617.057.670,-7.391.904.903.954.000,102,3.855.781.415.211.460,6.272.974.691.704.450,1,8.169.394.339.530.200,44,42,18.286.685.261.749.500,"886132819803917000,00%"
Green,Rain,High,4.071.548.170.668.910,-7.376.038.388.353.160,127,352.975.582.779.995,9.758.887.351.922.840,0,8.660.593.165.524.360,73,4,3.247.414.025.971.490,"126139154659102000,00%"
Green,Snow,High,40.746.561.236.099.100,-7.386.904.426.641.540,226,6.202.243.604.660.940,53.197.712.018.575.500,0,9.785.221.456.300.400,76,30,2.421.366.682.986.070,"239740833646137000,00%"
Yellow,Rain,High,408.556.396.492.625,-7.387.493.875.528.590,258,21.918.674.824.057.400,3.914.297.116.944.980,0,-3.499.710.065.214.710,46,37,26.331.126.724.013.500,"1021734271663340000,00%"
Red,Snow,High,4.085.373.416.627.300,-7.383.782.119.147.870,83,51.803.872.887.979.100,8.357.774.513.539.210,0,-9.318.562.877.447.690,50,19,9.201.927.870.583.430,"2023397371796730000,00%"
Yellow,Snow,High,406.288.226.063.152,-7.399.654.146.418.910,78,11.652.661.645.872.700,670.215.458.001.397,0,6.311.599.307.811.350,52,20,2.802.987.929.850.650,"1557950210506990000,00%"
Green,Clear,High,4.075.320.859.488.970,-7.389.570.159.596.320,81,9.280.256.544.499.710,9.401.821.173.493.510,0,-8.527.060.502.656.500,74,10,4.220.865.064.137.160,"1542769813993570000,00%"
Red,Clear,High,4.078.961.250.705.280,-7.382.393.455.822.590,150,49.246.795.539.266.600,8.493.632.069.224.320,0,732.244.005.615.033,58,0,21.842.249.983.817.400,"107438273822102000,00%"
Red,Fog,High,4.081.915.180.896.420,-7.391.015.177.822.830,287,15.008.308.308.454.500,53.490.600.832.774.700,0,-9.781.019.022.913.620,60,29,37.871.097.995.290.900,"2860760828872910000,00%"
Yellow,Snow,High,4.084.145.514.507.250,-7.393.315.447.148.980,241,7.425.215.810.123.490,743.219.188.725.573,0,49.244.796.162.564.700,16,32,21.759.611.646.673.100,"110852083475028000,00%"
Red,Snow,High,4.067.391.434.708.720,-7.387.778.211.756.770,297,10.608.737.962.015.500,7.824.594.062.284.440,0,-4.355.771.665.207.840,24,32,8.983.972.997.685.480,"80008401053291800,00%"
Yellow,Fog,High,4.073.721.956.411.070,-7.377.532.403.896.760,13,468.881.549.984.732,12.608.475.075.742.000,1,-8.244.130.916.392.580,64,21,6.365.456.397.422.770,"273290030107277000,00%"
Green,Fog,High,4.084.414.481.243.250,-7.376.955.908.734.380,120,1.915.518.809.280.540,4.912.981.045.979.680,0,-7.103.926.641.016.310,25,4,2.037.569.907.623.840,"1179150188112550000,00%"
Green,Rain,High,40.717.186.630.991.900,-7.390.409.423.975.030,235,3.628.559.903.546.860,9.963.904.581.271.020,1,-27.618.266.605.295.300,95,27,682.067.757.306.877,"1057916604433460000,00%"
Green,Snow,High,40.718.823.178.619.100,-737.421.005.540.156,70,2.394.016.719.927.620,55.408.196.137.398.500,1,-9.220.735.796.140.340,92,9,4.838.775.653.990.410,"639886570694766000,00%"
Green,Clear,High,40.641.786.936.127.200,-737.502.900.290.094,253,5.287.942.000.002.790,7.494.887.577.939.440,0,11.149.908.440.533.700,74,18,6.796.070.122.329.670,"147218513484336000,00%"
Red,Clear,High,4.069.464.295.822.260,-7.395.243.131.976.310,295,25.929.709.027.199.200,28.980.011.904.184.400,0,3.622.582.195.653.030,12,25,2.599.314.220.181.740,"765997376937713000,00%"
Red,Snow,High,40.812.310.146.275.300,-7.373.609.446.081.190,264,29.144.391.117.282.300,2.295.684.316.165.700,0,9.695.340.428.501.470,23,2,3.932.386.998.775.620,"2098080445140960000,00%"
Red,Clear,High,4.068.372.939.298.630,-7.385.173.536.936.230,231,7.777.000.165.621.920,822.047.949.048.336,0,-7.329.929.179.916.410,64,36,4.937.992.379.179.100,"683229827090305000,00%"
Yellow,Snow,High,4.082.564.546.907.130,-7.382.044.156.097.690,210,17.294.550.077.970.200,8.459.002.490.204.230,0,6.962.507.756.401.340,80,25,34.579.391.032.714.500,"287704895758417000,00%"
Yellow,Snow,High,4.070.811.278.589.440,-7.373.921.372.037.980,208,11.000.993.665.984.100,61.550.246.290.930.400,0,-3.333.659.334.161.900,92,1,3.645.800.588.998.160,"1742133032333530000,00%"
Green,Snow,High,40.614.288.362.694.700,-7.380.310.132.132.430,28,34.304.956.451.624.300,999.997.289.834.204,0,4.612.710.684.214.690,88,10,2.501.381.151.348.910,"2664522799840660000,00%"
Green,Rain,High,4.085.750.602.198.610,-7.375.773.231.197.730,193,18.497.143.115.692.900,4.006.180.238.879.450,0,-9.035.815.404.504.550,97,38,16.339.605.458.023.500,"1047811017555620000,00%"
Green,Rain,High,40.823.007.871.574.700,-7.385.322.524.458.140,76,6.247.472.503.137.880,9.277.688.441.245.090,0,-8.205.552.359.546.020,93,7,2.375.520.631.997.690,"1923259433328690000,00%"
Red,Clear,High,406.240.781.073.268,-7.381.976.443.745.670,15,7.946.494.677.001.250,8.095.020.819.237.090,1,-25.962.759.631.567.700,25,30,15.650.092.754.518.800,"287554307139324000,00%"
Yellow,Clear,High,40.729.425.245.564.300,-7.397.161.447.406.590,90,3.706.155.451.847.980,9.774.536.272.903.110,1,7.730.718.441.034.840,97,17,33.842.035.691.386.700,"1968685344418170000,00%"
Green,Fog,High,40.612.043.078.414.400,-7.383.981.307.261.590,180,839.018.026.123.613,3.661.525.377.759.890,0,-49.281.542.289.522.300,86,27,7.086.618.170.811.580,"196034302857521000,00%"
Red,Rain,High,40.650.540.726.828.400,-7.392.099.584.288.250,245,28.546.023.333.745.400,13.653.744.388.595.400,0,-16.923.746.887.408.800,81,42,25.276.159.154.634.300,"1602749943693460000,00%"
Green,Clear,High,408.885.076.759.497,-7.379.188.251.796.720,234,7.718.633.170.575.580,18.077.024.795.082.800,1,-3.590.384.221.702.680,68,42,190.755.860.270.178,"268318656396980000,00%"
Green,Clear,High,4.073.670.794.092.590,-7.386.308.608.954.650,282,4.062.110.994.841.950,7.453.920.044.442.570,1,9.573.724.376.952.170,29,44,18.917.176.253.107.600,"2329473157364950000,00%"
Green,Rain,High,40.610.503.338.961.800,-7.383.009.987.676.250,184,8.038.045.424.344.480,9.573.266.647.085.080,0,6.790.637.732.930.310,16,27,328.355.857.557.629,"1756136667047810000,00%"
Green,Fog,High,40.639.624.380.259.100,-7.397.794.075.232.890,133,10.655.572.616.079.000,23.116.530.827.885.400,0,5.318.510.335.003.000,37,39,9.102.606.975.827.890,"2262511629602500000,00%"
Red,Clear,High,4.083.090.473.787.300,-7.387.873.197.474.010,207,62.196.297.153.711.300,44.283.785.220.015.200,0,-5.607.713.380.148.330,98,46,4.402.270.927.902.330,"262840635567698000,00%"
Red,Rain,High,4.066.129.276.554.500,-7.388.631.850.605.360,130,19.320.135.771.951.200,3.943.049.848.594.810,0,-42.666.891.657.398.300,10,19,29.302.357.251.077.400,"2792576197831730000,00%"
Yellow,Snow,High,4.089.637.452.433.790,-7.398.201.211.022.750,271,5.403.903.276.064.560,6.968.613.038.299.120,1,9.094.940.533.958.490,94,34,38.123.878.377.335.600,"1732677624462350000,00%"
Green,Rain,High,4.069.496.718.296.730,-7.370.806.177.642.680,230,7.554.484.625.138.350,8.882.523.770.601.070,1,26.055.157.489.648.900,86,0,10.739.355.313.860.300,"1930404646689910000,00%"
Yellow,Clear,High,40.877.260.363.040.600,-737.067.934.274.103,257,7.708.017.753.481.950,9.029.931.126.443.190,0,9.367.064.579.057.640,51,19,21.178.145.151.739.200,"137220504336471000,00%"
Yellow,Fog,High,40.883.414.392.052.200,-7.399.209.652.692.830,217,9.891.042.106.348.130,7.484.087.057.268.140,0,555.668.662.447.449,68,16,44.187.720.739.374.300,"1449073334502050000,00%"
Green,Snow,High,4.069.071.423.497.970,-7.399.437.018.080.770,170,5.230.138.807.668.160,916.185.127.150.216,0,-9.575.833.105.463.360,38,13,16.500.925.330.563.600,"252531969430628000,00%"
Red,Clear,High,4.073.083.898.018.740,-7.391.864.459.951.470,217,6.395.576.573.139.480,6.975.875.395.878.130,0,43.651.605.184.149.800,33,21,3.381.844.962.061.160,"84010917825346800,00%"
Red,Rain,High,40.872.099.524.729.700,-7.376.945.553.884.480,224,24.507.051.626.456.600,7.035.498.498.261.470,1,-13.725.974.744.893.100,19,35,3.510.627.535.378.540,"1129516939452460000,00%"
Yellow,Rain,High,40.866.126.345.096.800,-7.370.818.890.561.300,276,4.249.246.118.438.290,9.215.094.679.945.010,0,6.023.574.549.513.870,24,6,47.510.088.446.090.400,"954027532914694000,00%"
Green,Rain,High,4.087.760.084.887.650,-7.392.543.784.847.050,94,7.375.640.201.087.260,9.189.600.228.788.450,0,8.066.600.481.355.500,78,14,19.117.024.159.705.100,"277952936034443000,00%"
Yellow,Clear,High,4.075.234.925.936.500,-7.398.131.763.591.850,10,4.296.883.104.886.130,8.933.730.962.422.780,0,-3.396.826.881.818.560,48,2,9.194.188.632.335.490,"2506771518457470000,00%"
Yellow,Clear,High,4.077.652.779.259.170,-7.370.989.722.296.050,238,2.356.416.477.820.230,9.337.506.249.168.500,0,10.798.509.465.839.100,93,17,28.933.012.302.439.300,"1591657645926300000,00%"
Yellow,Rain,High,4.080.595.492.101.790,-7.399.349.836.645.150,104,7.809.775.497.410.250,45.627.222.753.671.900,1,-4.594.769.226.546.030,53,22,44.024.587.714.468.900,"792561669803362000,00%"
Red,Fog,High,40.845.375.093.010.200,-7.375.902.248.211.320,143,4.156.782.553.591.630,6.624.489.193.606.310,1,371.569.070.814.882,11,22,47.148.302.483.088.000,"1319820086649130000,00%"
Green,Fog,High,4.088.422.271.404.420,-7.398.346.636.342.260,290,3.742.000.369.636.920,4.669.732.774.418.890,0,-24.082.039.994.061,76,15,3.549.251.945.067.510,"2973360473555930000,00%"
Green,Snow,High,4.086.743.724.964.710,-7.370.527.463.870.360,105,17.106.793.547.598.700,4.949.318.841.629.830,0,2.064.759.217.288.140,63,21,3.859.655.400.146.740,"23394733562033500,00%"
Yellow,Fog,High,4.068.866.380.893.590,-7.383.217.042.404.830,267,4.839.537.224.046.610,27.151.128.769.636.600,0,-861.830.045.371.117,70,36,2.607.939.613.043.010,"251843032166082000,00%"
Yellow,Fog,High,40.733.157.407.730.900,-7.388.887.782.871.660,200,8.543.129.635.125.710,4.273.391.663.800.470,1,21.577.083.890.123.100,16,44,5.082.121.589.209.640,"1108731249195710000,00%"
Yellow,Rain,High,40.894.592.705.078.800,-7.387.503.559.988.410,43,558.728.246.010.514,9.742.395.751.263.360,0,9.313.066.771.613.720,38,27,2.966.836.430.433.480,"929927597484339000,00%"
Green,Rain,High,408.442.875.354.599,-7.390.882.024.848.290,215,4.738.086.154.687.330,28.551.559.758.615.000,0,-2.039.014.144.346.800,57,8,4.557.221.472.674.390,"263495061095345000,00%"
Green,Clear,High,4.067.940.702.018.530,-738.492.199.260.751,73,13.120.670.654.090.300,7.848.600.446.323.720,0,-9.571.386.020.429.950,34,18,3.323.284.045.447.270,"1143199670756880000,00%"
Red,Fog,High,4.072.552.517.338.360,-7.399.844.534.550.760,239,574.385.038.351.333,28.067.785.113.028.700,0,5.172.807.086.566.330,30,2,18.630.711.586.543.800,"2839667581280980000,00%"
Yellow,Fog,High,4.070.421.798.500.960,-7.396.553.548.034.680,242,7.418.704.356.591.110,27.230.298.664.942.300,0,5.578.171.988.066.350,24,23,4.405.360.505.187.550,"2184929130522830000,00%"
Green,Clear,High,40.741.673.891.573.000,-7.374.088.936.150.700,280,4.251.659.427.650.360,7.202.121.868.228.850,0,9.863.809.922.521.310,64,21,12.703.045.646.178.500,"183187256696674000,00%"
Red,Snow,High,4.070.927.288.894.160,-7.380.224.531.012.500,203,4.765.240.954.925.780,5.897.833.320.740.710,0,7.705.007.681.793.900,99,18,9.477.881.151.141.460,"23199984044372300,00%"
Yellow,Fog,High,40.763.851.136.399,-7.381.172.777.484.080,110,4.877.110.784.089.680,9.858.417.431.648.680,0,-11.280.777.693.183.300,90,36,7.777.046.328.932.480,"763094222257450000,00%"
Green,Fog,High,40.727.238.623.350.200,-737.362.931.842.462,37,8.667.893.127.076.140,6.864.446.189.313.360,0,-49.583.085.951.506.500,59,2,14.024.827.371.270.400,"2613376914649240000,00%"
Yellow,Clear,High,408.826.670.636.777,-738.124.903.921.242,20,10.176.489.565.907.500,30.829.213.154.056.600,0,43.130.466.936.101.600,20,10,41.925.575.976.447.200,"25081381799585600,00%"
Yellow,Rain,High,4.089.679.292.188.490,-7.388.576.182.987.090,131,4.255.671.286.084.580,9.004.676.778.856.920,0,32.515.751.609.213.800,79,49,3.824.865.669.194.330,"559018789590034000,00%"
Red,Rain,High,4.061.754.142.811.290,-7.391.119.164.654.820,229,5.259.476.409.949.810,5.709.519.265.167.160,0,-24.883.913.041.027.500,44,44,2.005.011.219.303.750,"2044139236381540000,00%"
Red,Snow,High,4.062.005.094.277.810,-737.687.351.723.822,17,7.296.253.844.353.850,8.205.811.677.387.340,0,40.038.652.305.113.000,58,30,3.802.681.013.063.720,"2109896464685030000,00%"
Yellow,Rain,High,40.887.702.733.928.900,-7.399.968.484.470.350,187,2.781.986.037.714.260,908.728.119.352.482,0,5.444.670.328.465.630,5,12,22.270.504.702.580.900,"2226460914377170000,00%"
Yellow,Fog,High,40.846.859.432.042.900,-737.091.675.566.389,160,6.361.350.473.953.230,779.431.339.106.257,1,-8.257.457.499.608.020,13,19,3.117.008.651.613.680,"1124798765238570000,00%"
Yellow,Rain,High,4.089.772.874.897.080,-7.398.748.504.087.990,223,16.134.988.560.122.600,8.685.997.566.040.890,0,-27.759.572.742.936.000,20,3,17.322.950.431.293.900,"134176777881512000,00%"
Red,Snow,High,40.699.158.967.850.600,-7.370.383.123.768.760,232,6.912.490.945.695.100,973.179.739.313.711,0,-3.331.437.010.715.040,10,0,42.236.299.855.367.100,"1251952738673920000,00%"
Green,Snow,High,4.086.896.611.732.490,-7.380.477.441.558.400,248,3.951.439.217.992.600,5.253.655.089.999.790,0,8.772.989.182.074.850,18,2,1.532.324.142.816.750,"1401318336758610000,00%"
Green,Snow,High,4.081.073.241.719.060,-7.370.015.891.091.860,206,7.830.335.191.110.020,3.664.383.638.208.780,0,3.704.997.481.511.060,8,12,19.529.833.098.370.100,"1689166865790340000,00%"
Yellow,Rain,High,4.067.716.740.582.570,-7.381.056.173.506.710,199,8.184.361.198.471.100,14.343.507.774.524.600,0,-8.545.750.336.216.710,27,49,13.378.637.535.030.700,"2487704420988650000,00%"
